date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,direct_radiation
2010-09-08,1027.6512,6386.549,799.8762,885.16364,7387.25,,1053.6713,2361.9148,1867.5834
2010-09-09,1050.2555,6564.9917,851.2595,968.15265,5432.4585,,741.6862,1617.4049,3934.2917
2010-09-10,1067.8241,6203.4185,794.3095,993.5952,4844.625,,571.20575,1351.83,3695.75
2010-09-11,1088.6763,6193.3354,810.5283,1034.2294,2938.8333,,481.44543,1132.4999,7029.9585
2010-09-12,1161.0804,6067.123,856.6179,1129.8207,4210.125,,428.97415,1035.57,8076.75
2010-09-13,1072.2533,6506.739,865.3804,1001.3011,6665.125,,700.8674,1538.1,3313.9167
2010-09-14,1002.2512,6351.549,765.6325,838.4388,7380.2085,,1130.2158,2303.4749,1921.2084
2010-09-15,1080.4095,6520.263,877.80743,932.8054,6482.8335,,1249.0953,2648.46,2006.25
2010-09-16,987.9096,5682.096,615.4283,794.55927,4087.7083,,1059.0922,2249.13,5806.7085
2010-09-17,882.2825,5797.98,541.8908,697.6131,4353.2085,,879.5537,1932.6,5603.0835
2010-09-18,829.69916,5557.388,435.0054,665.8992,5050.375,,562.8626,1274.1001,6832.5415
2010-09-19,759.08453,5648.1597,383.93457,584.58466,3570.4583,,558.9204,1256.535,5722.5
2010-09-20,879.9262,5660.338,504.41586,732.8089,3665.6667,,574.41003,1326.2699,9115.958
